human_id,ST,host_source_raw,collection_year,country
SAMD00499451,ST7186,Homo sapiens,2019,Japan:Yamanashi
SAMD00499458,ST307,Homo sapiens,2020,Japan:Yamanashi
SAMD00499463,ST441,Homo sapiens,2019,Japan:Nagano
SAMD00499471,ST219,Homo sapiens,2019,Japan:Nagano
SAMD00499474,ST661,Homo sapiens,2020,Japan:Nagano
SAMD00499477,ST896,Homo sapiens,2020,Japan:Nagano
SAMD00499481,ST432,Homo sapiens,2019,Japan:Nagano
SAMD00499485,ST280,Homo sapiens,2019,Japan:Nagano
SAMD00499486,ST29,Homo sapiens,2019,Japan:Nagano
SAMD00499490,ST25,Homo sapiens,2020,Japan:Nagano
SAMD00499492,ST25,Homo sapiens,2020,Japan:Nagano
SAMD00499494,ST25,Homo sapiens,2020,Japan:Nagano
SAMD00499501,ST896,Homo sapiens,2019,Japan:Gifu
SAMD00499502,ST25,Homo sapiens,2019,Japan:Gifu
SAMD00499523,ST307,Homo sapiens,2020,Japan:Gifu
SAMD00499549,ST307,Homo sapiens,2019,Japan:Gifu
SAMD00499552,ST37,Homo sapiens,2019,Japan:Gifu
SAMD00499554,ST1933,Homo sapiens,2019,Japan:Gifu
SAMD00499555,ST268,Homo sapiens,2019,Japan:Gifu
SAMD00499573,ST290,Homo sapiens,2019,Japan:Gifu
SAMD00499575,ST101,Homo sapiens,2019,Japan:Gifu
SAMD00499576,ST290,Homo sapiens,2019,Japan:Gifu
SAMD00499581,ST268,Homo sapiens,2019,Japan:Gifu
SAMD00499583,ST219,Homo sapiens,2019,Japan:Gifu
SAMD00499588,ST742,Homo sapiens,2019,Japan:Gifu
SAMD00499589,ST412,Homo sapiens,2019,Japan:Gifu
SAMD00499598,ST219,Homo sapiens,2020,Japan:Gifu
SAMD00499606,ST200,Homo sapiens,2020,Japan:Gifu
SAMD00499610,ST469,Homo sapiens,2020,Japan:Gifu
SAMD00499623,ST4298,Homo sapiens,2019,Japan:Shizuoka
SAMD00499627,ST37,Homo sapiens,2020,Japan:Shizuoka
SAMD00499634,ST104,Homo sapiens,2020,Japan:Shizuoka
SAMD00499656,ST7190,Homo sapiens,2020,Japan:Shizuoka
SAMD00499657,ST37,Homo sapiens,2020,Japan:Shizuoka
SAMD00499661,ST29,Homo sapiens,2020,Japan:Shizuoka
SAMD00499669,ST278,Homo sapiens,2019,Japan:Shizuoka
SAMD00499672,ST17,Homo sapiens,2019,Japan:Shizuoka
SAMD00499674,ST461,Homo sapiens,2019,Japan:Shizuoka
SAMD00499678,ST268,Homo sapiens,2019,Japan:Shizuoka
SAMD00499682,ST307,Homo sapiens,2019,Japan:Shizuoka
SAMD00499683,ST268,Homo sapiens,2019,Japan:Shizuoka
SAMD00499686,ST661,Homo sapiens,2019,Japan:Aichi
SAMD00499691,ST70,Homo sapiens,2019,Japan:Aichi
SAMD00499694,ST307,Homo sapiens,2019,Japan:Aichi
SAMD00499708,ST70,Homo sapiens,2020,Japan:Aichi
SAMD00499709,ST14,Homo sapiens,2020,Japan:Aichi
SAMD00499710,ST37,Homo sapiens,2020,Japan:Aichi
SAMD00499717,ST1966,Homo sapiens,2020,Japan:Aichi
SAMD00499718,ST45,Homo sapiens,2020,Japan:Aichi
SAMD00499719,ST6250,Homo sapiens,2020,Japan:Aichi
SAMD00499727,ST716,Homo sapiens,2019,Japan:Aichi
SAMD00499730,ST6250,Homo sapiens,2019,Japan:Aichi
SAMD00499738,ST45,Homo sapiens,2019,Japan:Aichi
SAMD00499741,ST45,Homo sapiens,2019,Japan:Aichi
SAMD00499742,ST45,Homo sapiens,2019,Japan:Aichi
SAMD00499743,ST45,Homo sapiens,2019,Japan:Aichi
SAMD00499744,ST45,Homo sapiens,2019,Japan:Aichi
SAMD00499755,ST1786,Homo sapiens,2019,Japan:Aichi
SAMD00499756,ST1786,Homo sapiens,2019,Japan:Aichi
SAMD00499767,ST70,Homo sapiens,2020,Japan:Aichi
SAMD00499771,ST70,Homo sapiens,2020,Japan:Aichi
SAMD00499775,ST7191,Homo sapiens,2020,Japan:Aichi
SAMD00499781,ST544644,Homo sapiens,2019,Japan:Aichi
SAMD00499782,ST45,Homo sapiens,2019,Japan:Aichi
SAMD00499789,ST4748,Homo sapiens,2020,Japan:Aichi
SAMD00499793,ST25,Homo sapiens,2019,Japan:Aichi
SAMD00499803,ST412,Homo sapiens,2019,Japan:Aichi
SAMD00499805,ST247,Homo sapiens,2019,Japan:Aichi
SAMD00499807,ST147,Homo sapiens,2019,Japan:Aichi
SAMD00499814,ST412,Homo sapiens,2019,Japan:Aichi
SAMD00499818,ST881,Homo sapiens,2019,Japan:Aichi
SAMD00499825,ST107,Homo sapiens,2019,Japan:Aichi
SAMD00499830,ST45,Homo sapiens,2019,Japan:Aichi
SAMD00499834,ST1786,Homo sapiens,2019,Japan:Aichi
SAMD00499835,ST147,Homo sapiens,2019,Japan:Aichi
SAMD00499846,ST45,Homo sapiens,2019,Japan:Aichi
SAMD00499877,ST290,Homo sapiens,2019,Japan:Aichi
SAMD00499879,ST5064,Homo sapiens,2019,Japan:Aichi
SAMD00499887,ST392,Homo sapiens,2019,Japan:Aichi
SAMD00499897,ST2264,Homo sapiens,2019,Japan:Aichi
SAMD00499909,ST219,Homo sapiens,2019,Japan:Aichi
SAMD00499910,ST25,Homo sapiens,2019,Japan:Aichi
SAMD00499915,ST147,Homo sapiens,2019,Japan:Aichi
SAMD00499918,ST17,Homo sapiens,2019,Japan:Aichi
SAMD00499931,ST147,Homo sapiens,2020,Japan:Aichi
SAMD00499932,ST211,Homo sapiens,2020,Japan:Aichi
SAMD00499935,ST29,Homo sapiens,2020,Japan:Aichi
SAMD00499942,ST45,Homo sapiens,2020,Japan:Aichi
SAMD00499950,ST147,Homo sapiens,2019,Japan:Aichi
SAMD00499951,ST37,Homo sapiens,2019,Japan:Aichi
SAMD00499955,ST711,Homo sapiens,2019,Japan:Aichi
SAMD00499956,ST711,Homo sapiens,2019,Japan:Aichi
SAMD00499963,ST45,Homo sapiens,2019,Japan:Aichi
SAMD00499980,ST896,Homo sapiens,2019,Japan:Aichi
SAMD00499994,ST86,Homo sapiens,2019,Japan:Aichi
SAMD00499995,ST37,Homo sapiens,2019,Japan:Aichi
SAMD00500009,ST412,Homo sapiens,2019,Japan:Aichi
SAMD00500010,ST273,Homo sapiens,2019,Japan:Aichi
SAMD00500012,ST584,Homo sapiens,2019,Japan:Aichi
SAMD00500013,ST280,Homo sapiens,2019,Japan:Aichi
SAMD00500017,ST25,Homo sapiens,2019,Japan:Aichi
SAMD00500027,ST45,Homo sapiens,2019,Japan:Aichi
SAMD00500039,ST392,Homo sapiens,2019,Japan:Aichi
SAMD00500044,ST45,Homo sapiens,2019,Japan:Aichi
SAMD00500053,ST869,Homo sapiens,2019,Japan:Aichi
SAMD00500089,ST45,Homo sapiens,2019,Japan:Aichi
SAMD00500090,ST36,Homo sapiens,2019,Japan:Aichi
SAMD00500091,ST4459,Homo sapiens,2019,Japan:Aichi
SAMD00500100,ST280,Homo sapiens,2019,Japan:Mie
SAMD00500114,ST896,Homo sapiens,2019,Japan:Shiga
SAMD00500118,ST485,Homo sapiens,2019,Japan:Shiga
SAMD00500125,ST101,Homo sapiens,2019,Japan:Kyoto
SAMD00500128,ST7,Homo sapiens,2019,Japan:Kyoto
SAMD00500133,ST4459,Homo sapiens,2019,Japan:Kyoto
SAMD00500136,ST7192,Homo sapiens,2019,Japan:Kyoto
SAMD00500138,ST219,Homo sapiens,2019,Japan:Kyoto
SAMD00500140,ST11,Homo sapiens,2019,Japan:Kyoto
SAMD00500144,ST147,Homo sapiens,2019,Japan:Kyoto
SAMD00500145,ST4459,Homo sapiens,2019,Japan:Kyoto
SAMD00500149,ST290,Homo sapiens,2020,Japan:Kyoto
SAMD00500150,ST25,Homo sapiens,2020,Japan:Kyoto
SAMD00500153,ST1119,Homo sapiens,2020,Japan:Kyoto
SAMD00500157,ST25,Homo sapiens,2020,Japan:Kyoto
SAMD00500161,ST25,Homo sapiens,2020,Japan:Kyoto
SAMD00500163,ST45,Homo sapiens,2019,Japan:Kyoto
SAMD00500164,ST25,Homo sapiens,2019,Japan:Kyoto
SAMD00500169,ST290,Homo sapiens,2019,Japan:Kyoto
SAMD00500170,ST29,Homo sapiens,2019,Japan:Kyoto
SAMD00500171,ST25,Homo sapiens,2019,Japan:Kyoto
SAMD00500172,ST25,Homo sapiens,2019,Japan:Kyoto
SAMD00500173,ST25,Homo sapiens,2019,Japan:Kyoto
SAMD00500174,ST29,Homo sapiens,2019,Japan:Kyoto
SAMD00500176,ST16,Homo sapiens,2019,Japan:Kyoto
SAMD00500178,ST7193,Homo sapiens,2019,Japan:Kyoto
SAMD00500180,ST25,Homo sapiens,2019,Japan:Kyoto
SAMD00500183,ST25,Homo sapiens,2019,Japan:Kyoto
SAMD00500185,ST25,Homo sapiens,2019,Japan:Kyoto
SAMD00500188,ST290,Homo sapiens,2019,Japan:Kyoto
SAMD00500192,ST45,Homo sapiens,2019,Japan:Kyoto
SAMD00500194,ST290,Homo sapiens,2019,Japan:Kyoto
SAMD00500196,ST290,Homo sapiens,2019,Japan:Kyoto
SAMD00500197,ST25,Homo sapiens,2019,Japan:Kyoto
SAMD00500199,ST290,Homo sapiens,2019,Japan:Kyoto
SAMD00500200,ST290,Homo sapiens,2019,Japan:Kyoto
SAMD00500203,ST25,Homo sapiens,2019,Japan:Kyoto
SAMD00500204,ST35,Homo sapiens,2019,Japan:Kyoto
SAMD00500205,ST290,Homo sapiens,2019,Japan:Kyoto
SAMD00500206,ST290,Homo sapiens,2019,Japan:Kyoto
SAMD00500208,ST25,Homo sapiens,2019,Japan:Kyoto
SAMD00500210,ST290,Homo sapiens,2019,Japan:Kyoto
SAMD00500212,ST25,Homo sapiens,2019,Japan:Kyoto
SAMD00500213,ST290,Homo sapiens,2019,Japan:Kyoto
SAMD00500215,ST25,Homo sapiens,2019,Japan:Kyoto
SAMD00500216,ST7194,Homo sapiens,2019,Japan:Kyoto
SAMD00500217,ST29,Homo sapiens,2020,Japan:Kyoto
SAMD00500220,ST290,Homo sapiens,2020,Japan:Kyoto
SAMD00500221,ST290,Homo sapiens,2020,Japan:Kyoto
SAMD00500224,ST45,Homo sapiens,2019,Japan:Kyoto
SAMD00500231,ST37,Homo sapiens,2020,Japan:Kyoto
SAMD00500233,ST628,Homo sapiens,2020,Japan:Kyoto
SAMD00500243,ST307,Homo sapiens,2019,Japan:Kyoto
SAMD00500244,ST7188,Homo sapiens,2019,Japan:Kyoto
SAMD00500247,ST399,Homo sapiens,2019,Japan:Kyoto
SAMD00500251,ST307,Homo sapiens,2020,Japan:Kyoto
SAMD00500256,ST399,Homo sapiens,2020,Japan:Kyoto
SAMD00500258,ST399,Homo sapiens,2020,Japan:Kyoto
SAMD00500259,ST1902,Homo sapiens,2020,Japan:Kyoto
SAMD00500262,ST399,Homo sapiens,2020,Japan:Kyoto
SAMD00500263,ST37,Homo sapiens,2020,Japan:Kyoto
SAMD00500270,ST307,Homo sapiens,2019,Japan:Kyoto
SAMD00500271,ST307,Homo sapiens,2019,Japan:Kyoto
SAMD00500272,ST307,Homo sapiens,2019,Japan:Kyoto
SAMD00500274,ST307,Homo sapiens,2019,Japan:Kyoto
SAMD00500276,ST15,Homo sapiens,2019,Japan:Kyoto
SAMD00500277,ST399,Homo sapiens,2020,Japan:Kyoto
SAMD00500279,ST399,Homo sapiens,2020,Japan:Kyoto
SAMD00500280,ST221,Homo sapiens,2020,Japan:Kyoto
SAMD00500281,ST399,Homo sapiens,2020,Japan:Kyoto
SAMD00500282,ST399,Homo sapiens,2020,Japan:Kyoto
SAMD00500283,ST399,Homo sapiens,2020,Japan:Kyoto
SAMD00500284,ST399,Homo sapiens,2020,Japan:Kyoto
SAMD00500286,ST307,Homo sapiens,2020,Japan:Kyoto
SAMD00500287,ST399,Homo sapiens,2020,Japan:Kyoto
SAMD00500291,ST133,Homo sapiens,2019,Japan:Kyoto
SAMD00500293,ST584,Homo sapiens,2019,Japan:Kyoto
SAMD00500295,ST449,Homo sapiens,2019,Japan:Kyoto
SAMD00500297,ST25,Homo sapiens,2019,Japan:Osaka
SAMD00500301,ST353,Homo sapiens,2019,Japan:Osaka
SAMD00500309,ST25,Homo sapiens,2019,Japan:Osaka
SAMD00500311,ST25,Homo sapiens,2019,Japan:Osaka
SAMD00500312,ST881,Homo sapiens,2019,Japan:Osaka
SAMD00500321,ST716,Homo sapiens,2020,Japan:Osaka
SAMD00500322,ST12,Homo sapiens,2020,Japan:Osaka
SAMD00500329,ST716,Homo sapiens,2020,Japan:Osaka
SAMD00500334,ST45,Homo sapiens,2020,Japan:Osaka
SAMD00500335,ST12,Homo sapiens,2020,Japan:Osaka
SAMD00500342,ST280,Homo sapiens,2019,Japan:Osaka
SAMD00500344,ST86,Homo sapiens,2019,Japan:Osaka
SAMD00500345,ST742,Homo sapiens,2019,Japan:Osaka
SAMD00500358,ST219,Homo sapiens,2019,Japan:Osaka
SAMD00500364,ST45,Homo sapiens,2019,Japan:Osaka
SAMD00500368,ST2791,Homo sapiens,2019,Japan:Osaka
SAMD00500369,ST307,Homo sapiens,2019,Japan:Osaka
SAMD00500370,ST742,Homo sapiens,2020,Japan:Osaka
SAMD00500372,ST17,Homo sapiens,2020,Japan:Osaka
SAMD00500378,ST268,Homo sapiens,2020,Japan:Osaka
SAMD00500382,ST307,Homo sapiens,2020,Japan:Osaka
SAMD00500384,ST186,Homo sapiens,2020,Japan:Osaka
SAMD00500390,ST307,Homo sapiens,2020,Japan:Osaka
SAMD00500391,ST290,Homo sapiens,2020,Japan:Osaka
SAMD00500397,ST25,Homo sapiens,2020,Japan:Osaka
SAMD00500403,ST268,Homo sapiens,2020,Japan:Osaka
SAMD00500406,ST375,Homo sapiens,2020,Japan:Osaka
SAMD00500419,ST405,Homo sapiens,2019,Japan:Osaka
SAMD00500420,ST789,Homo sapiens,2019,Japan:Osaka
SAMD00500425,ST45,Homo sapiens,2019,Japan:Osaka
SAMD00500427,ST65,Homo sapiens,2019,Japan:Osaka
SAMD00500429,ST15,Homo sapiens,2019,Japan:Osaka
SAMD00500434,ST466,Homo sapiens,2019,Japan:Osaka
SAMD00500441,ST186,Homo sapiens,2019,Japan:Osaka
SAMD00500445,ST5576,Homo sapiens,2020,Japan:Osaka
SAMD00500463,ST14,Homo sapiens,2020,Japan:Osaka
SAMD00500465,ST466,Homo sapiens,2019,Japan:Osaka
SAMD00500471,ST45,Homo sapiens,2019,Japan:Osaka
SAMD00500477,ST65,Homo sapiens,2019,Japan:Osaka
SAMD00500479,ST280,Homo sapiens,2020,Japan:Osaka
SAMD00500481,ST219,Homo sapiens,2020,Japan:Osaka
SAMD00500482,ST25,Homo sapiens,2020,Japan:Osaka
SAMD00500486,ST307,Homo sapiens,2020,Japan:Osaka
SAMD00500489,ST5576,Homo sapiens,2020,Japan:Osaka
SAMD00500490,ST2349,Homo sapiens,2020,Japan:Osaka
SAMD00500491,ST307,Homo sapiens,2020,Japan:Osaka
SAMD00500502,ST86,Homo sapiens,2019,Japan:Osaka
SAMD00500504,ST280,Homo sapiens,2019,Japan:Osaka
SAMD00500510,ST86,Homo sapiens,2019,Japan:Osaka
SAMD00500514,ST17,Homo sapiens,2020,Japan:Osaka
SAMD00500517,ST307,Homo sapiens,2020,Japan:Osaka
SAMD00500521,ST45,Homo sapiens,2019,Japan:Osaka
SAMD00500522,ST86,Homo sapiens,2019,Japan:Osaka
SAMD00500525,ST36,Homo sapiens,2019,Japan:Osaka
SAMD00500526,ST1228,Homo sapiens,2019,Japan:Osaka
SAMD00500527,ST22,Homo sapiens,2019,Japan:Osaka
SAMD00500528,ST86,Homo sapiens,2019,Japan:Osaka
SAMD00500529,ST25,Homo sapiens,2019,Japan:Osaka
SAMD00500532,ST25,Homo sapiens,2019,Japan:Osaka
SAMD00500533,ST25,Homo sapiens,2019,Japan:Osaka
SAMD00500538,ST585,Homo sapiens,2019,Japan:Osaka
SAMD00500542,ST307,Homo sapiens,2019,Japan:Osaka
SAMD00500551,ST6296,Homo sapiens,2019,Japan:Osaka
SAMD00500558,ST495,Homo sapiens,2019,Japan:Osaka
SAMD00500559,ST17,Homo sapiens,2019,Japan:Osaka
SAMD00500565,ST25,Homo sapiens,2019,Japan:Osaka
SAMD00500566,ST234,Homo sapiens,2019,Japan:Osaka
SAMD00500570,ST16,Homo sapiens,2019,Japan:Osaka
SAMD00500580,ST25,Homo sapiens,2019,Japan:Osaka
SAMD00500583,ST29,Homo sapiens,2020,Japan:Osaka
SAMD00500587,ST17,Homo sapiens,2019,Japan:Osaka
SAMD00500592,ST742,Homo sapiens,2019,Japan:Osaka
SAMD00500594,ST37,Homo sapiens,2019,Japan:Osaka
SAMD00500601,ST37,Homo sapiens,2019,Japan:Osaka
SAMD00500607,ST25,Homo sapiens,2020,Japan:Osaka
SAMD00500608,ST186,Homo sapiens,2020,Japan:Osaka
SAMD00500615,ST186,Homo sapiens,2019,Japan:Osaka
SAMD00500616,ST742,Homo sapiens,2019,Japan:Osaka
SAMD00500619,ST1758,Homo sapiens,2020,Japan:Osaka
SAMD00500631,ST25,Homo sapiens,2019,Japan:Hyogo
SAMD00500632,ST290,Homo sapiens,2019,Japan:Hyogo
SAMD00500634,ST896,Homo sapiens,2019,Japan:Hyogo
SAMD00500639,ST25,Homo sapiens,2019,Japan:Hyogo
SAMD00500640,ST896,Homo sapiens,2019,Japan:Hyogo
SAMD00500641,ST20,Homo sapiens,2019,Japan:Hyogo
SAMD00500647,ST29,Homo sapiens,2019,Japan:Hyogo
SAMD00500649,ST29,Homo sapiens,2019,Japan:Hyogo
SAMD00500650,ST200,Homo sapiens,2019,Japan:Hyogo
SAMD00500651,ST29,Homo sapiens,2019,Japan:Hyogo
SAMD00500653,ST659,Homo sapiens,2020,Japan:Hyogo
SAMD00500656,ST3157,Homo sapiens,2020,Japan:Hyogo
SAMD00500661,ST25,Homo sapiens,2020,Japan:Hyogo
SAMD00500662,ST25,Homo sapiens,2020,Japan:Hyogo
SAMD00500666,ST45,Homo sapiens,2020,Japan:Hyogo
SAMD00500673,ST307,Homo sapiens,2019,Japan:Hyogo
SAMD00500674,ST101,Homo sapiens,2019,Japan:Hyogo
SAMD00500676,ST147,Homo sapiens,2019,Japan:Hyogo
SAMD00500680,ST105,Homo sapiens,2019,Japan:Hyogo
SAMD00500693,ST25,Homo sapiens,2020,Japan:Hyogo
SAMD00500696,ST449,Homo sapiens,2020,Japan:Hyogo
SAMD00500699,ST25,Homo sapiens,2020,Japan:Hyogo
SAMD00500701,ST1569,Homo sapiens,2020,Japan:Hyogo
SAMD00500704,ST65,Homo sapiens,2019,Japan:Hyogo
SAMD00500705,ST45,Homo sapiens,2019,Japan:Hyogo
SAMD00500713,ST268,Homo sapiens,2019,Japan:Hyogo
SAMD00500714,ST268,Homo sapiens,2019,Japan:Hyogo
SAMD00500718,ST587,Homo sapiens,2019,Japan:Hyogo
SAMD00500724,ST307,Homo sapiens,2019,Japan:Hyogo
SAMD00500726,ST5576,Homo sapiens,2019,Japan:Hyogo
SAMD00500727,ST449,Homo sapiens,2019,Japan:Hyogo
SAMD00500728,ST1569,Homo sapiens,2019,Japan:Hyogo
SAMD00500732,ST45,Homo sapiens,2019,Japan:Hyogo
SAMD00500738,ST225,Homo sapiens,2019,Japan:Hyogo
SAMD00500754,ST25,Homo sapiens,2019,Japan:Hyogo
SAMD00500756,ST14,Homo sapiens,2019,Japan:Hyogo
SAMD00500759,ST5112,Homo sapiens,2019,Japan:Hyogo
SAMD00500761,ST13,Homo sapiens,2020,Japan:Hyogo
SAMD00500762,ST105,Homo sapiens,2020,Japan:Hyogo
SAMD00500764,ST2674,Homo sapiens,2019,Japan:Hyogo
SAMD00500770,ST25,Homo sapiens,2019,Japan:Hyogo
SAMD00500778,ST36,Homo sapiens,2020,Japan:Hyogo
SAMD00500787,ST15,Homo sapiens,2019,Japan:Hyogo
SAMD00500790,ST15,Homo sapiens,2019,Japan:Hyogo
SAMD00500791,ST15,Homo sapiens,2019,Japan:Hyogo
SAMD00500793,ST661,Homo sapiens,2019,Japan:Hyogo
SAMD00500794,ST8305,Homo sapiens,2019,Japan:Hyogo
SAMD00500795,ST15,Homo sapiens,2019,Japan:Hyogo
SAMD00500801,ST7195,Homo sapiens,2020,Japan:Hyogo
SAMD00500805,ST6576,Homo sapiens,2020,Japan:Hyogo
SAMD00500807,ST307,Homo sapiens,2020,Japan:Hyogo
SAMD00500812,ST307,Homo sapiens,2019,Japan:Hyogo
SAMD00500819,ST45,Homo sapiens,2020,Japan:Hyogo
SAMD00500820,ST307,Homo sapiens,2020,Japan:Hyogo
SAMD00500821,ST14,Homo sapiens,2020,Japan:Hyogo
SAMD00500827,ST449,Homo sapiens,2019,Japan:Hyogo
SAMD00500828,ST14,Homo sapiens,2019,Japan:Hyogo
SAMD00500836,ST307,Homo sapiens,2019,Japan:Hyogo
SAMD00500837,ST25,Homo sapiens,2019,Japan:Hyogo
SAMD00500842,ST43,Homo sapiens,2019,Japan:Hyogo
SAMD00500844,ST35105,Homo sapiens,2019,Japan:Hyogo
SAMD00500846,ST15,Homo sapiens,2019,Japan:Hyogo
SAMD00500849,ST14,Homo sapiens,2020,Japan:Hyogo
SAMD00500854,ST628,Homo sapiens,2019,Japan:Hyogo
SAMD00500858,ST6,Homo sapiens,2019,Japan:Hyogo
SAMD00500862,ST65,Homo sapiens,2019,Japan:Hyogo
SAMD00500866,ST307,Homo sapiens,2019,Japan:Hyogo
SAMD00500867,ST65,Homo sapiens,2019,Japan:Hyogo
SAMD00500868,ST870,Homo sapiens,2019,Japan:Hyogo
SAMD00500870,ST280,Homo sapiens,2019,Japan:Hyogo
SAMD00500873,ST25,Homo sapiens,2019,Japan:Hyogo
SAMD00500876,ST25,Homo sapiens,2020,Japan:Hyogo
SAMD00500878,ST307,Homo sapiens,2020,Japan:Hyogo
SAMD00500879,ST25,Homo sapiens,2020,Japan:Hyogo
SAMD00500881,ST268,Homo sapiens,2020,Japan:Hyogo
SAMD00500884,ST896,Homo sapiens,2020,Japan:Hyogo
SAMD00500891,ST307,Homo sapiens,2019,Japan:Hyogo
SAMD00500894,ST449,Homo sapiens,2019,Japan:Hyogo
SAMD00500899,ST35,Homo sapiens,2019,Japan:Hyogo
SAMD00500902,ST5576,Homo sapiens,2019,Japan:Hyogo
SAMD00500903,ST461,Homo sapiens,2019,Japan:Hyogo
SAMD00500908,ST323,Homo sapiens,2019,Japan:Hyogo
SAMD00500913,ST716,Homo sapiens,2019,Japan:Hyogo
SAMD00500914,ST3675,Homo sapiens,2019,Japan:Hyogo
SAMD00500915,ST7196,Homo sapiens,2019,Japan:Hyogo
SAMD00500920,ST2384,Homo sapiens,2019,Japan:Hyogo
SAMD00500927,ST25,Homo sapiens,2020,Japan:Hyogo
SAMD00500945,ST268,Homo sapiens,2019,Japan:Hyogo
SAMD00500946,ST48,Homo sapiens,2019,Japan:Hyogo
SAMD00500949,ST268,Homo sapiens,2020,Japan:Hyogo
SAMD00500968,ST7189,Homo sapiens,2020,Japan:Hyogo
SAMD00500970,ST218,Homo sapiens,2019,Japan:Hyogo
SAMD00500971,ST13,Homo sapiens,2019,Japan:Hyogo
SAMD00500972,ST218,Homo sapiens,2019,Japan:Hyogo
SAMD00500973,ST35,Homo sapiens,2019,Japan:Hyogo
SAMD00500975,ST48,Homo sapiens,2019,Japan:Nara
SAMD00500976,ST515,Homo sapiens,2019,Japan:Nara
SAMD00500977,ST45,Homo sapiens,2019,Japan:Nara
SAMD00500978,ST307,Homo sapiens,2019,Japan:Nara
SAMD00500979,ST268,Homo sapiens,2019,Japan:Nara
SAMD00500980,ST2264,Homo sapiens,2019,Japan:Nara
SAMD00500981,ST29,Homo sapiens,2019,Japan:Nara
SAMD00500982,ST37,Homo sapiens,2019,Japan:Nara
SAMD00500983,ST29,Homo sapiens,2019,Japan:Nara
SAMD00500984,ST29,Homo sapiens,2019,Japan:Nara
SAMD00500987,ST307,Homo sapiens,2019,Japan:Nara
SAMD00500989,ST45,Homo sapiens,2019,Japan:Nara
SAMD00500990,ST29,Homo sapiens,2019,Japan:Nara
SAMD00500991,ST268,Homo sapiens,2020,Japan:Nara
SAMD00500992,ST17,Homo sapiens,2020,Japan:Nara
SAMD00500993,ST101,Homo sapiens,2020,Japan:Nara
SAMD00500995,ST307,Homo sapiens,2019,Japan:Nara
SAMD00500999,ST307,Homo sapiens,2019,Japan:Nara
SAMD00501001,ST307,Homo sapiens,2019,Japan:Nara
SAMD00501007,ST2709,Homo sapiens,2020,Japan:Nara
SAMD00501012,ST268,Homo sapiens,2019,Japan:Wakayama
SAMD00501019,ST25,Homo sapiens,2019,Japan:Wakayama
SAMD00501030,ST35,Homo sapiens,2020,Japan:Wakayama
SAMD00501036,ST37,Homo sapiens,2019,Japan:Wakayama
SAMD00501043,ST273,Homo sapiens,2019,Japan:Wakayama
SAMD00501044,ST340,Homo sapiens,2019,Japan:Wakayama
SAMD00501045,ST964,Homo sapiens,2019,Japan:Wakayama
SAMD00501050,ST37,Homo sapiens,2020,Japan:Wakayama
SAMD00501053,ST4925,Homo sapiens,2019,Japan:Wakayama
SAMD00501056,ST20,Homo sapiens,2019,Japan:Wakayama
SAMD00501058,ST7197,Homo sapiens,2019,Japan:Wakayama
SAMD00501061,ST105,Homo sapiens,2019,Japan:Wakayama
SAMD00501064,ST7198,Homo sapiens,2019,Japan:Wakayama
SAMD00501065,ST7197,Homo sapiens,2020,Japan:Wakayama
SAMD00501066,ST35,Homo sapiens,2020,Japan:Wakayama
SAMD00501072,ST25,Homo sapiens,2019,Japan:Wakayama
SAMD00501077,ST25,Homo sapiens,2020,Japan:Wakayama
SAMD00501088,ST268,Homo sapiens,2019,Japan:Tottori
SAMD00501089,ST1616,Homo sapiens,2019,Japan:Tottori
SAMD00501090,ST6772,Homo sapiens,2019,Japan:Tottori
SAMD00501091,ST268,Homo sapiens,2019,Japan:Tottori
SAMD00501092,ST659,Homo sapiens,2019,Japan:Tottori
SAMD00501093,ST517,Homo sapiens,2020,Japan:Tottori
SAMD00501094,ST268,Homo sapiens,2020,Japan:Tottori
SAMD00501095,ST25,Homo sapiens,2019,Japan:Tottori
SAMD00501100,ST48,Homo sapiens,2020,Japan:Tottori
SAMD00501101,ST268,Homo sapiens,2020,Japan:Tottori
SAMD00501105,ST29,Homo sapiens,2019,Japan:Shimane
SAMD00501109,ST469,Homo sapiens,2019,Japan:Shimane
SAMD00501113,ST584,Homo sapiens,2020,Japan:Shimane
SAMD00501127,ST723,Homo sapiens,2019,Japan:Shimane
SAMD00501142,ST219,Homo sapiens,2019,Japan:Shimane
SAMD00501146,ST219,Homo sapiens,2019,Japan:Shimane
SAMD00501151,ST45,Homo sapiens,2019,Japan:Shimane
SAMD00501152,ST5069,Homo sapiens,2019,Japan:Shimane
SAMD00501154,ST1754,Homo sapiens,2019,Japan:Shimane
SAMD00501157,ST45,Homo sapiens,2019,Japan:Okayama
SAMD00501164,ST45,Homo sapiens,2019,Japan:Okayama
SAMD00501169,ST280,Homo sapiens,2019,Japan:Okayama
SAMD00501171,ST36,Homo sapiens,2019,Japan:Okayama
SAMD00501179,ST34,Homo sapiens,2019,Japan:Okayama
SAMD00501190,ST722,Homo sapiens,2020,Japan:Okayama
SAMD00501191,ST466,Homo sapiens,2020,Japan:Okayama
SAMD00501198,ST7199,Homo sapiens,2020,Japan:Okayama
SAMD00501204,ST873,Homo sapiens,2020,Japan:Okayama
SAMD00501220,ST466,Homo sapiens,2019,Japan:Okayama
SAMD00501221,ST466,Homo sapiens,2019,Japan:Okayama
SAMD00501222,ST466,Homo sapiens,2019,Japan:Okayama
SAMD00501223,ST307,Homo sapiens,2019,Japan:Okayama
